GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,MNTE001,NAME_M,MNTM001
"G0500810","2007-2011",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",13113,"Little River County, Arkansas",0
"G0500830","2007-2011",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",22502,"Logan County, Arkansas",0
"G0500850","2007-2011",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",67189,"Lonoke County, Arkansas",0
"G0500870","2007-2011",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",15626,"Madison County, Arkansas",0
"G0500890","2007-2011",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",16744,"Marion County, Arkansas",0
"G0500910","2007-2011",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",43266,"Miller County, Arkansas",0
"G0500930","2007-2011",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",46608,"Mississippi County, Arkansas",0
"G0500950","2007-2011",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",8322,"Monroe County, Arkansas",0
"G0500970","2007-2011",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9492,"Montgomery County, Arkansas",0
"G0500990","2007-2011",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",9078,"Nevada County, Arkansas",0
"G0501010","2007-2011",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",8353,"Newton County, Arkansas",0
"G0501030","2007-2011",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",26137,"Ouachita County, Arkansas",0
"G0501050","2007-2011",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10450,"Perry County, Arkansas",0
"G0501070","2007-2011",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",22055,"Phillips County, Arkansas",0
"G0501090","2007-2011",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",11288,"Pike County, Arkansas",0
"G0501110","2007-2011",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24622,"Poinsett County, Arkansas",0
"G0501130","2007-2011",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20524,"Polk County, Arkansas",0
"G0501150","2007-2011",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",61166,"Pope County, Arkansas",0
"G0501170","2007-2011",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8768,"Prairie County, Arkansas",0
"G0501190","2007-2011",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",379981,"Pulaski County, Arkansas",0
"G0501210","2007-2011",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",18015,"Randolph County, Arkansas",0
"G0501230","2007-2011",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",28195,"St. Francis County, Arkansas",0
"G0501250","2007-2011",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",105033,"Saline County, Arkansas",0
"G0501270","2007-2011",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",11232,"Scott County, Arkansas",0
"G0501290","2007-2011",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",8192,"Searcy County, Arkansas",0
"G0501310","2007-2011",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",124961,"Sebastian County, Arkansas",0
"G0501330","2007-2011",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",16841,"Sevier County, Arkansas",0
"G0501350","2007-2011",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17386,"Sharp County, Arkansas",0
"G0501370","2007-2011",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",12395,"Stone County, Arkansas",0
"G0501390","2007-2011",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",41879,"Union County, Arkansas",0
"G0501410","2007-2011",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",17255,"Van Buren County, Arkansas",0
"G0501430","2007-2011",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",200621,"Washington County, Arkansas",0
"G0501450","2007-2011",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",76041,"White County, Arkansas",0
"G0501470","2007-2011",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",7379,"Woodruff County, Arkansas",0
"G0501490","2007-2011",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",21995,"Yell County, Arkansas",0
"G0600010","2007-2011",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1494876,"Alameda County, California",0
"G0600030","2007-2011",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1167,"Alpine County, California",175
"G0600050","2007-2011",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",38244,"Amador County, California",0
"G0600070","2007-2011",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",219309,"Butte County, California",0
"G0600090","2007-2011",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",45794,"Calaveras County, California",0
"G0600110","2007-2011",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21297,"Colusa County, California",0
"G0600130","2007-2011",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1037817,"Contra Costa County, California",0
"G0600150","2007-2011",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",28561,"Del Norte County, California",0
"G0600170","2007-2011",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",179878,"El Dorado County, California",0
"G0600190","2007-2011",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",920623,"Fresno County, California",0
"G0600210","2007-2011",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",28027,"Glenn County, California",0
"G0600230","2007-2011",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",133585,"Humboldt County, California",0
"G0600250","2007-2011",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",171343,"Imperial County, California",0
"G0600270","2007-2011",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",18457,"Inyo County, California",0
"G0600290","2007-2011",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",829254,"Kern County, California",0
"G0600310","2007-2011",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",152335,"Kings County, California",0
"G0600330","2007-2011",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",64392,"Lake County, California",0
"G0600350","2007-2011",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",35001,"Lassen County, California",0
"G0600370","2007-2011",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",9787747,"Los Angeles County, California",0
"G0600390","2007-2011",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",149611,"Madera County, California",0
"G0600410","2007-2011",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",250666,"Marin County, California",0
"G0600430","2007-2011",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",18290,"Mariposa County, California",0
"G0600450","2007-2011",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",87525,"Mendocino County, California",0
"G0600470","2007-2011",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",253606,"Merced County, California",0
"G0600490","2007-2011",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",9587,"Modoc County, California",0
"G0600510","2007-2011",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",14016,"Mono County, California",0
"G0600530","2007-2011",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",411385,"Monterey County, California",0
"G0600550","2007-2011",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",135377,"Napa County, California",0
"G0600570","2007-2011",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",98392,"Nevada County, California",0
"G0600590","2007-2011",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",2989948,"Orange County, California",0
"G0600610","2007-2011",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",343554,"Placer County, California",0
"G0600630","2007-2011",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",20192,"Plumas County, California",0
"G0600650","2007-2011",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",2154844,"Riverside County, California",0
"G0600670","2007-2011",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",1408480,"Sacramento County, California",0
"G0600690","2007-2011",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",54873,"San Benito County, California",0
"G0600710","2007-2011",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",2023452,"San Bernardino County, California",0
"G0600730","2007-2011",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",3060849,"San Diego County, California",0
"G0600750","2007-2011",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",797983,"San Francisco County, California",0
"G0600770","2007-2011",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",680277,"San Joaquin County, California",0
"G0600790","2007-2011",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",267871,"San Luis Obispo County, California",0
"G0600810","2007-2011",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",711622,"San Mateo County, California",0
"G0600830","2007-2011",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",419793,"Santa Barbara County, California",0
"G0600850","2007-2011",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",1762754,"Santa Clara County, California",0
"G0600870","2007-2011",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",259402,"Santa Cruz County, California",0
"G0600890","2007-2011",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",177231,"Shasta County, California",0
"G0600910","2007-2011",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",3277,"Sierra County, California",175
"G0600930","2007-2011",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",44687,"Siskiyou County, California",0
"G0600950","2007-2011",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",411620,"Solano County, California",0
"G0600970","2007-2011",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",478551,"Sonoma County, California",0
"G0600990","2007-2011",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",512469,"Stanislaus County, California",0
"G0601010","2007-2011",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",94192,"Sutter County, California",0
"G0601030","2007-2011",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",62985,"Tehama County, California",0
"G0601050","2007-2011",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",13711,"Trinity County, California",0
"G0601070","2007-2011",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",436234,"Tulare County, California",0
"G0601090","2007-2011",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",55736,"Tuolumne County, California",0
"G0601110","2007-2011",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",815745,"Ventura County, California",0
"G0601130","2007-2011",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",198889,"Yolo County, California",0
"G0601150","2007-2011",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",71817,"Yuba County, California",0
"G0800010","2007-2011",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",434295,"Adams County, Colorado",0
"G0800030","2007-2011",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",15395,"Alamosa County, Colorado",0
"G0800050","2007-2011",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",563508,"Arapahoe County, Colorado",0
"G0800070","2007-2011",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",12152,"Archuleta County, Colorado",0
"G0800090","2007-2011",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",3807,"Baca County, Colorado",0
"G0800110","2007-2011",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",6164,"Bent County, Colorado",0
"G0800130","2007-2011",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",293205,"Boulder County, Colorado",0
"G0800140","2007-2011",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",54592,"Broomfield County, Colorado",0
"G0800150","2007-2011",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",17707,"Chaffee County, Colorado",0
"G0800170","2007-2011",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",2247,"Cheyenne County, Colorado",312
"G0800190","2007-2011",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",9083,"Clear Creek County, Colorado",0
"G0800210","2007-2011",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",8228,"Conejos County, Colorado",0
"G0800230","2007-2011",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",3556,"Costilla County, Colorado",0
"G0800250","2007-2011",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",5866,"Crowley County, Colorado",0
"G0800270","2007-2011",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",3853,"Custer County, Colorado",177
"G0800290","2007-2011",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",30666,"Delta County, Colorado",0
"G0800310","2007-2011",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",590507,"Denver County, Colorado",0
"G0800330","2007-2011",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",2043,"Dolores County, Colorado",0
"G0800350","2007-2011",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",280643,"Douglas County, Colorado",0
"G0800370","2007-2011",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",51457,"Eagle County, Colorado",0
"G0800390","2007-2011",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",22859,"Elbert County, Colorado",0
"G0800410","2007-2011",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",611377,"El Paso County, Colorado",0
"G0800430","2007-2011",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",47040,"Fremont County, Colorado",0
"G0800450","2007-2011",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",55696,"Garfield County, Colorado",0
"G0800470","2007-2011",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",5241,"Gilpin County, Colorado",0
"G0800490","2007-2011",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",14634,"Grand County, Colorado",0
"G0800510","2007-2011",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",15274,"Gunnison County, Colorado",0
"G0800530","2007-2011",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",731,"Hinsdale County, Colorado",133
"G0800550","2007-2011",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",6829,"Huerfano County, Colorado",0
"G0800570","2007-2011",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",1494,"Jackson County, Colorado",152
"G0800590","2007-2011",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",532243,"Jefferson County, Colorado",0
"G0800610","2007-2011",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",1728,"Kiowa County, Colorado",177
"G0800630","2007-2011",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",8178,"Kit Carson County, Colorado",0
"G0800650","2007-2011",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",7010,"Lake County, Colorado",312
"G0800670","2007-2011",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",50820,"La Plata County, Colorado",0
"G0800690","2007-2011",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",296107,"Larimer County, Colorado",0
"G0800710","2007-2011",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",15549,"Las Animas County, Colorado",0
"G0800730","2007-2011",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",5462,"Lincoln County, Colorado",0
"G0800750","2007-2011",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",22417,"Logan County, Colorado",0
"G0800770","2007-2011",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa County, Colorado",144766,"Mesa County, Colorado",0
"G0800790","2007-2011",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Colorado",723,"Mineral County, Colorado",128
"G0800810","2007-2011",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moffat County, Colorado",13586,"Moffat County, Colorado",0
