GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G1600370","2011-2015",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",4234,"Custer County, Idaho",0
"G1600390","2011-2015",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",26175,"Elmore County, Idaho",0
"G1600410","2011-2015",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",12914,"Franklin County, Idaho",0
"G1600430","2011-2015",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",12945,"Fremont County, Idaho",0
"G1600450","2011-2015",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",16731,"Gem County, Idaho",0
"G1600470","2011-2015",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",15233,"Gooding County, Idaho",0
"G1600490","2011-2015",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",16312,"Idaho County, Idaho",0
"G1600510","2011-2015",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",26792,"Jefferson County, Idaho",0
"G1600530","2011-2015",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",22653,"Jerome County, Idaho",0
"G1600550","2011-2015",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",145046,"Kootenai County, Idaho",0
"G1600570","2011-2015",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",38339,"Latah County, Idaho",0
"G1600590","2011-2015",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",7790,"Lemhi County, Idaho",0
"G1600610","2011-2015",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",3812,"Lewis County, Idaho",0
"G1600630","2011-2015",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",5260,"Lincoln County, Idaho",0
"G1600650","2011-2015",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",37916,"Madison County, Idaho",0
"G1600670","2011-2015",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",20279,"Minidoka County, Idaho",0
"G1600690","2011-2015",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",39779,"Nez Perce County, Idaho",0
"G1600710","2011-2015",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",4245,"Oneida County, Idaho",0
"G1600730","2011-2015",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",11364,"Owyhee County, Idaho",0
"G1600750","2011-2015",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",22700,"Payette County, Idaho",0
"G1600770","2011-2015",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",7731,"Power County, Idaho",0
"G1600790","2011-2015",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",12571,"Shoshone County, Idaho",0
"G1600810","2011-2015",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",10285,"Teton County, Idaho",0
"G1600830","2011-2015",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",80004,"Twin Falls County, Idaho",0
"G1600850","2011-2015",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",9720,"Valley County, Idaho",0
"G1600870","2011-2015",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",10025,"Washington County, Idaho",0
"G1700010","2011-2015",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",67081,"Adams County, Illinois",0
"G1700030","2011-2015",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",7364,"Alexander County, Illinois",0
"G1700050","2011-2015",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",17313,"Bond County, Illinois",0
"G1700070","2011-2015",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",53851,"Boone County, Illinois",0
"G1700090","2011-2015",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",6859,"Brown County, Illinois",0
"G1700110","2011-2015",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",34115,"Bureau County, Illinois",0
"G1700130","2011-2015",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",4999,"Calhoun County, Illinois",0
"G1700150","2011-2015",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",14926,"Carroll County, Illinois",0
"G1700170","2011-2015",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",13254,"Cass County, Illinois",0
"G1700190","2011-2015",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",205766,"Champaign County, Illinois",0
"G1700210","2011-2015",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",34200,"Christian County, Illinois",0
"G1700230","2011-2015",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",16159,"Clark County, Illinois",0
"G1700250","2011-2015",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",13582,"Clay County, Illinois",0
"G1700270","2011-2015",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",37929,"Clinton County, Illinois",0
"G1700290","2011-2015",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",53037,"Coles County, Illinois",0
"G1700310","2011-2015",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",5236393,"Cook County, Illinois",0
"G1700330","2011-2015",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",19541,"Crawford County, Illinois",0
"G1700350","2011-2015",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",10943,"Cumberland County, Illinois",0
"G1700370","2011-2015",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",104345,"DeKalb County, Illinois",0
"G1700390","2011-2015",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",16388,"De Witt County, Illinois",0
"G1700410","2011-2015",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",19826,"Douglas County, Illinois",0
"G1700430","2011-2015",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",930412,"DuPage County, Illinois",0
"G1700450","2011-2015",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",17992,"Edgar County, Illinois",0
"G1700470","2011-2015",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",6649,"Edwards County, Illinois",0
"G1700490","2011-2015",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",34332,"Effingham County, Illinois",0
"G1700510","2011-2015",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",22136,"Fayette County, Illinois",0
"G1700530","2011-2015",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",13835,"Ford County, Illinois",0
"G1700550","2011-2015",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",39694,"Franklin County, Illinois",0
"G1700570","2011-2015",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",36323,"Fulton County, Illinois",0
"G1700590","2011-2015",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",5385,"Gallatin County, Illinois",0
"G1700610","2011-2015",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",13502,"Greene County, Illinois",0
"G1700630","2011-2015",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",50277,"Grundy County, Illinois",0
"G1700650","2011-2015",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",8322,"Hamilton County, Illinois",0
"G1700670","2011-2015",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",18738,"Hancock County, Illinois",0
"G1700690","2011-2015",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",4228,"Hardin County, Illinois",0
"G1700710","2011-2015",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",7042,"Henderson County, Illinois",0
"G1700730","2011-2015",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",49883,"Henry County, Illinois",0
"G1700750","2011-2015",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",29053,"Iroquois County, Illinois",0
"G1700770","2011-2015",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",59534,"Jackson County, Illinois",0
"G1700790","2011-2015",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",9635,"Jasper County, Illinois",0
"G1700810","2011-2015",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",38578,"Jefferson County, Illinois",0
"G1700830","2011-2015",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",22625,"Jersey County, Illinois",0
"G1700850","2011-2015",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",22397,"Jo Daviess County, Illinois",0
"G1700870","2011-2015",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",12829,"Johnson County, Illinois",0
"G1700890","2011-2015",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",524886,"Kane County, Illinois",0
"G1700910","2011-2015",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",112221,"Kankakee County, Illinois",0
"G1700930","2011-2015",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",120036,"Kendall County, Illinois",0
"G1700950","2011-2015",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",52112,"Knox County, Illinois",0
"G1700970","2011-2015",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",702898,"Lake County, Illinois",0
"G1700990","2011-2015",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",112579,"LaSalle County, Illinois",0
"G1701010","2011-2015",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",16665,"Lawrence County, Illinois",0
"G1701030","2011-2015",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",35027,"Lee County, Illinois",0
"G1701050","2011-2015",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",37689,"Livingston County, Illinois",0
"G1701070","2011-2015",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",29956,"Logan County, Illinois",0
"G1701090","2011-2015",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",32009,"McDonough County, Illinois",0
"G1701110","2011-2015",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",307357,"McHenry County, Illinois",0
"G1701130","2011-2015",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",173114,"McLean County, Illinois",0
"G1701150","2011-2015",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",109193,"Macon County, Illinois",0
"G1701170","2011-2015",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",46844,"Macoupin County, Illinois",0
"G1701190","2011-2015",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",267356,"Madison County, Illinois",0
"G1701210","2011-2015",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",38665,"Marion County, Illinois",0
"G1701230","2011-2015",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",12173,"Marshall County, Illinois",0
"G1701250","2011-2015",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",14126,"Mason County, Illinois",0
"G1701270","2011-2015",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",15016,"Massac County, Illinois",0
"G1701290","2011-2015",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",12611,"Menard County, Illinois",0
"G1701310","2011-2015",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",16107,"Mercer County, Illinois",0
"G1701330","2011-2015",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",33539,"Monroe County, Illinois",0
"G1701350","2011-2015",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",29348,"Montgomery County, Illinois",0
"G1701370","2011-2015",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",35129,"Morgan County, Illinois",0
"G1701390","2011-2015",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",14927,"Moultrie County, Illinois",0
"G1701410","2011-2015",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",52397,"Ogle County, Illinois",0
"G1701430","2011-2015",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",187112,"Peoria County, Illinois",0
"G1701450","2011-2015",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",21810,"Perry County, Illinois",0
"G1701470","2011-2015",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",16495,"Piatt County, Illinois",0
"G1701490","2011-2015",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",16144,"Pike County, Illinois",0
"G1701510","2011-2015",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",4331,"Pope County, Illinois",0
"G1701530","2011-2015",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",5871,"Pulaski County, Illinois",0
"G1701550","2011-2015",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",5822,"Putnam County, Illinois",0
"G1701570","2011-2015",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",33069,"Randolph County, Illinois",0
"G1701590","2011-2015",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",16127,"Richland County, Illinois",0
"G1701610","2011-2015",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",147161,"Rock Island County, Illinois",0
"G1701630","2011-2015",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",267029,"St. Clair County, Illinois",0
"G1701650","2011-2015",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",24783,"Saline County, Illinois",0
"G1701670","2011-2015",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",199016,"Sangamon County, Illinois",0
"G1701690","2011-2015",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",7311,"Schuyler County, Illinois",0
"G1701710","2011-2015",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",5198,"Scott County, Illinois",0
"G1701730","2011-2015",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",22115,"Shelby County, Illinois",0
"G1701750","2011-2015",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",5859,"Stark County, Illinois",0
"G1701770","2011-2015",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",46625,"Stephenson County, Illinois",0
"G1701790","2011-2015",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",135697,"Tazewell County, Illinois",0
"G1701810","2011-2015",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",17551,"Union County, Illinois",0
"G1701830","2011-2015",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",80368,"Vermilion County, Illinois",0
"G1701850","2011-2015",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",11652,"Wabash County, Illinois",0
"G1701870","2011-2015",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",17701,"Warren County, Illinois",0
"G1701890","2011-2015",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",14457,"Washington County, Illinois",0
"G1701910","2011-2015",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",16555,"Wayne County, Illinois",0
"G1701930","2011-2015",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",14464,"White County, Illinois",0
"G1701950","2011-2015",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",57525,"Whiteside County, Illinois",0
"G1701970","2011-2015",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",683995,"Will County, Illinois",0
"G1701990","2011-2015",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",67121,"Williamson County, Illinois",0
"G1702010","2011-2015",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",290439,"Winnebago County, Illinois",0
"G1702030","2011-2015",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",39106,"Woodford County, Illinois",0
"G1800010","2011-2015",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",34642,"Adams County, Indiana",0
"G1800030","2011-2015",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",363453,"Allen County, Indiana",0
"G1800050","2011-2015",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",79488,"Bartholomew County, Indiana",0
"G1800070","2011-2015",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",8752,"Benton County, Indiana",0
"G1800090","2011-2015",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",12476,"Blackford County, Indiana",0
"G1800110","2011-2015",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",60511,"Boone County, Indiana",0
"G1800130","2011-2015",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",15011,"Brown County, Indiana",0
"G1800150","2011-2015",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",20014,"Carroll County, Indiana",0
"G1800170","2011-2015",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",38476,"Cass County, Indiana",0
"G1800190","2011-2015",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",113181,"Clark County, Indiana",0
"G1800210","2011-2015",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",26686,"Clay County, Indiana",0
"G1800230","2011-2015",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",32835,"Clinton County, Indiana",0
"G1800250","2011-2015",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",10591,"Crawford County, Indiana",0
"G1800270","2011-2015",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",32411,"Daviess County, Indiana",0
"G1800290","2011-2015",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",49679,"Dearborn County, Indiana",0
"G1800310","2011-2015",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",26240,"Decatur County, Indiana",0
"G1800330","2011-2015",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",42449,"DeKalb County, Indiana",0
"G1800350","2011-2015",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",117335,"Delaware County, Indiana",0
"G1800370","2011-2015",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",42291,"Dubois County, Indiana",0
"G1800390","2011-2015",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",200685,"Elkhart County, Indiana",0
"G1800410","2011-2015",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",23773,"Fayette County, Indiana",0
"G1800430","2011-2015",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",75900,"Floyd County, Indiana",0
"G1800450","2011-2015",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",16888,"Fountain County, Indiana",0
"G1800470","2011-2015",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",22935,"Franklin County, Indiana",0
"G1800490","2011-2015",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",20527,"Fulton County, Indiana",0
"G1800510","2011-2015",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",33668,"Gibson County, Indiana",0
"G1800530","2011-2015",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",68896,"Grant County, Indiana",0
"G1800550","2011-2015",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",32815,"Greene County, Indiana",0
"G1800570","2011-2015",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",296635,"Hamilton County, Indiana",0
"G1800590","2011-2015",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",71328,"Hancock County, Indiana",0
