county,state,mme,year,FIPS,population
abbeville,SC,,2003,45001.0,26371.0
abbeville,SC,,2004,45001.0,26304.0
abbeville,SC,,2005,45001.0,25676.0
abbeville,SC,3136.2153893625105,2006,45001.0,25821.0
abbeville,SC,3228.788996862507,2007,45001.0,25745.0
abbeville,SC,3070.379709262506,2008,45001.0,25699.0
abbeville,SC,3827.607064987507,2009,45001.0,25347.0
abbeville,SC,4657.525812487521,2010,45001.0,25643.0
abbeville,SC,4833.266017500017,2011,45001.0,25515.0
abbeville,SC,4835.180167500024,2012,45001.0,25387.0
abbeville,SC,,2013,45001.0,25257.0
abbeville,SC,,2014,45001.0,25127.0
abbeville,SC,,2015,45001.0,24997.0
acadia,LA,,2003,22001.0,59209.0
acadia,LA,,2004,22001.0,59164.0
acadia,LA,,2005,22001.0,58804.0
acadia,LA,22401.55311480033,2006,22001.0,60522.0
acadia,LA,25689.157670325167,2007,22001.0,60762.0
acadia,LA,24689.47884055,2008,22001.0,61115.0
acadia,LA,28592.01097496249,2009,22001.0,59616.0
acadia,LA,33011.664508574824,2010,22001.0,61139.0
acadia,LA,32544.69985976225,2011,22001.0,61430.0
acadia,LA,27021.224292075,2012,22001.0,61611.0
acadia,LA,,2013,22001.0,61795.0
acadia,LA,,2014,22001.0,61979.0
acadia,LA,,2015,22001.0,62163.0
accomack,VA,,2003,51001.0,39093.0
accomack,VA,,2004,51001.0,39270.0
accomack,VA,,2005,51001.0,38743.0
accomack,VA,4073.8513760000014,2006,51001.0,35192.0
accomack,VA,4894.526084362512,2007,51001.0,34553.0
accomack,VA,5453.923323225032,2008,51001.0,33970.0
accomack,VA,5832.013053862507,2009,51001.0,38522.0
accomack,VA,7341.689103862564,2010,51001.0,34066.0
accomack,VA,8488.628363625077,2011,51001.0,33701.0
accomack,VA,7968.890385000074,2012,51001.0,33454.0
accomack,VA,,2013,51001.0,33341.0
accomack,VA,,2014,51001.0,33228.0
accomack,VA,,2015,51001.0,33115.0
ada,ID,,2003,16001.0,325482.0
ada,ID,,2004,16001.0,332545.0
ada,ID,,2005,16001.0,347318.0
ada,ID,86952.63407245773,2006,16001.0,363498.0
ada,ID,97835.63190340556,2007,16001.0,375368.0
ada,ID,114736.10491306652,2008,16001.0,382618.0
ada,ID,127037.35673895324,2009,16001.0,368791.0
ada,ID,148331.9493600788,2010,16001.0,380718.0
ada,ID,166079.09652458102,2011,16001.0,388174.0
ada,ID,180677.855539278,2012,16001.0,394961.0
ada,ID,,2013,16001.0,402474.0
ada,ID,,2014,16001.0,409987.0
ada,ID,,2015,16001.0,417501.0
adair,IA,,2003,19001.0,7976.0
adair,IA,,2004,19001.0,7895.0
adair,IA,,2005,19001.0,7731.0
adair,IA,1129.8284250000013,2006,19001.0,7924.0
adair,IA,1077.1950000000031,2007,19001.0,7871.0
adair,IA,1229.7391070250028,2008,19001.0,7747.0
adair,IA,1373.0400799875051,2009,19001.0,7555.0
adair,IA,1376.1534750000048,2010,19001.0,7779.0
adair,IA,1487.4325125000062,2011,19001.0,7699.0
adair,IA,1553.273775000005,2012,19001.0,7628.0
adair,IA,,2013,19001.0,7561.0
adair,IA,,2014,19001.0,7494.0
adair,IA,,2015,19001.0,7426.0
adair,KY,,2003,21001.0,17499.0
adair,KY,,2004,21001.0,17512.0
adair,KY,,2005,21001.0,17601.0
adair,KY,3729.895057450016,2006,21001.0,18335.0
adair,KY,3865.3395355000202,2007,21001.0,18493.0
adair,KY,4965.698337500025,2008,21001.0,18541.0
adair,KY,5622.423922500029,2009,21001.0,17872.0
adair,KY,6632.885280000034,2010,21001.0,18542.0
adair,KY,7496.157975225054,2011,21001.0,18613.0
adair,KY,7491.440937487559,2012,21001.0,18651.0
adair,KY,,2013,21001.0,18718.0
adair,KY,,2014,21001.0,18785.0
adair,KY,,2015,21001.0,18852.0
adair,MO,,2003,29001.0,24667.0
adair,MO,,2004,29001.0,24626.0
adair,MO,,2005,29001.0,24572.0
adair,MO,6124.949180500077,2006,29001.0,25007.0
adair,MO,6775.423243725136,2007,29001.0,24983.0
adair,MO,7197.307329862669,2008,29001.0,25399.0
adair,MO,8770.741278862657,2009,29001.0,24801.0
adair,MO,10299.0281627252,2010,29001.0,25315.0
adair,MO,12432.814488862674,2011,29001.0,25421.0
adair,MO,13553.014328400117,2012,29001.0,25542.0
adair,MO,,2013,29001.0,25548.0
adair,MO,,2014,29001.0,25554.0
adair,MO,,2015,29001.0,25560.0
adair,OK,,2003,40001.0,21574.0
adair,OK,,2004,40001.0,21751.0
adair,OK,,2005,40001.0,21647.0
adair,OK,4138.670690175004,2006,40001.0,22215.0
adair,OK,5366.468905200033,2007,40001.0,22345.0
adair,OK,7225.860767700047,2008,40001.0,22346.0
adair,OK,8136.997085212567,2009,40001.0,21822.0
adair,OK,10250.30062567512,2010,40001.0,22424.0
adair,OK,12399.805462500182,2011,40001.0,22506.0
adair,OK,13950.150697500105,2012,40001.0,22470.0
adair,OK,,2013,40001.0,22392.0
adair,OK,,2014,40001.0,22314.0
adair,OK,,2015,40001.0,22236.0
adams,CO,,2003,8001.0,381370.0
adams,CO,,2004,8001.0,388064.0
adams,CO,,2005,8001.0,399814.0
adams,CO,68317.53837325332,2006,8001.0,406575.0
adams,CO,78826.99453655447,2007,8001.0,415746.0
adams,CO,94424.88579365543,2008,8001.0,424913.0
adams,CO,110355.41476009373,2009,8001.0,419439.0
adams,CO,132304.86628249264,2010,8001.0,425330.0
adams,CO,157909.63098270664,2011,8001.0,434295.0
adams,CO,161238.2562945043,2012,8001.0,442996.0
adams,CO,,2013,8001.0,452399.0
adams,CO,,2014,8001.0,461802.0
adams,CO,,2015,8001.0,471206.0
adams,IA,,2003,19003.0,4389.0
adams,IA,,2004,19003.0,4300.0
adams,IA,,2005,19003.0,4166.0
adams,IA,664.8217875000003,2006,19003.0,4224.0
adams,IA,970.5733875000006,2007,19003.0,4195.0
adams,IA,998.2243500000003,2008,19003.0,4151.0
adams,IA,1057.1320125000007,2009,19003.0,4072.0
adams,IA,415.3399124999999,2010,19003.0,4127.0
adams,IA,284.17064999999974,2011,19003.0,4085.0
adams,IA,307.7047499999997,2012,19003.0,4027.0
adams,IA,,2013,19003.0,3982.0
adams,IA,,2014,19003.0,3937.0
adams,IA,,2015,19003.0,3892.0
adams,ID,,2003,16003.0,3469.0
adams,ID,,2004,16003.0,3503.0
adams,ID,,2005,16003.0,3527.0
adams,ID,8.7783,2006,16003.0,3788.0
adams,ID,5.7513000000000005,2007,16003.0,3949.0
adams,ID,3.6324000000000014,2008,16003.0,4021.0
adams,ID,3.9351,2009,16003.0,3520.0
adams,ID,4.5405,2010,16003.0,3942.0
adams,ID,3.3297,2011,16003.0,3980.0
adams,ID,4.2378,2012,16003.0,3976.0
adams,ID,,2013,16003.0,3944.0
adams,ID,,2014,16003.0,3912.0
adams,ID,,2015,16003.0,3880.0
adams,IL,,2003,17001.0,67405.0
adams,IL,,2004,17001.0,66924.0
adams,IL,,2005,17001.0,66969.0
adams,IL,11998.617980000117,2006,17001.0,67106.0
adams,IL,13751.4818066752,2007,17001.0,66943.0
adams,IL,15660.886890812695,2008,17001.0,66943.0
adams,IL,17577.797527500294,2009,17001.0,66892.0
adams,IL,20029.78060500053,2010,17001.0,67030.0
adams,IL,20223.1394850005,2011,17001.0,67045.0
adams,IL,20675.82972000015,2012,17001.0,67098.0
adams,IL,,2013,17001.0,67092.0
adams,IL,,2014,17001.0,67086.0
adams,IL,,2015,17001.0,67081.0
adams,IN,,2003,18001.0,33743.0
adams,IN,,2004,18001.0,33778.0
adams,IN,,2005,18001.0,33710.0
adams,IN,3290.6477774999958,2006,18001.0,33887.0
adams,IN,3786.5570624999873,2007,18001.0,33962.0
adams,IN,3946.6674,2008,18001.0,34214.0
adams,IN,4369.483762500017,2009,18001.0,33955.0
adams,IN,5176.3967100000455,2010,18001.0,34162.0
adams,IN,6431.732400000074,2011,18001.0,34263.0
adams,IN,7668.768855000082,2012,18001.0,34343.0
adams,IN,,2013,18001.0,34443.0
adams,IN,,2014,18001.0,34543.0
adams,IN,,2015,18001.0,34642.0
adams,MS,,2003,28001.0,33232.0
adams,MS,,2004,28001.0,32447.0
adams,MS,,2005,28001.0,31767.0
adams,MS,11331.859917537608,2006,28001.0,33220.0
adams,MS,12658.402576537737,2007,28001.0,32889.0
adams,MS,14239.159755987726,2008,28001.0,32629.0
adams,MS,14974.639909987798,2009,28001.0,31475.0
adams,MS,16014.643074300295,2010,28001.0,32659.0
adams,MS,17873.416797262827,2011,28001.0,32431.0
adams,MS,17306.83776180028,2012,28001.0,32391.0
adams,MS,,2013,28001.0,32254.0
adams,MS,,2014,28001.0,32117.0
adams,MS,,2015,28001.0,31979.0
adams,ND,,2003,38001.0,2467.0
adams,ND,,2004,38001.0,2450.0
adams,ND,,2005,38001.0,2356.0
adams,ND,834.7503749999993,2006,38001.0,2366.0
adams,ND,1116.7102349999984,2007,38001.0,2362.0
adams,ND,1025.5404750000007,2008,38001.0,2343.0
adams,ND,1194.1517249999988,2009,38001.0,2291.0
adams,ND,1277.3687999999988,2010,38001.0,2348.0
adams,ND,1110.1256175,2011,38001.0,2337.0
adams,ND,1150.9022699999996,2012,38001.0,2325.0
adams,ND,,2013,38001.0,2330.0
adams,ND,,2014,38001.0,2335.0
adams,ND,,2015,38001.0,2341.0
adams,NE,,2003,31001.0,30979.0
adams,NE,,2004,31001.0,32769.0
adams,NE,,2005,31001.0,33017.0
adams,NE,3921.1637424999867,2006,31001.0,30910.0
adams,NE,4666.274448862529,2007,31001.0,30892.0
adams,NE,4963.875232362535,2008,31001.0,31160.0
adams,NE,4987.5174945375265,2009,31001.0,33024.0
adams,NE,5273.057734725038,2010,31001.0,31126.0
adams,NE,5850.064249087584,2011,31001.0,31181.0
adams,NE,5857.111554712562,2012,31001.0,31299.0
adams,NE,,2013,31001.0,31347.0
adams,NE,,2014,31001.0,31395.0
adams,NE,,2015,31001.0,31442.0
adams,OH,,2003,39001.0,28125.0
adams,OH,,2004,39001.0,28289.0
adams,OH,,2005,39001.0,28210.0
adams,OH,12563.788718000125,2006,39001.0,28615.0
adams,OH,13396.9714925001,2007,39001.0,28538.0
adams,OH,15237.123843000096,2008,39001.0,28686.0
adams,OH,16515.38841000014,2009,39001.0,28142.0
adams,OH,15652.694752725069,2010,39001.0,28578.0
adams,OH,13083.464666812544,2011,39001.0,28551.0
adams,OH,12020.049457500025,2012,39001.0,28524.0
adams,OH,,2013,39001.0,28426.0
adams,OH,,2014,39001.0,28328.0
adams,OH,,2015,39001.0,28229.0
adams,PA,,2003,42001.0,96398.0
adams,PA,,2004,42001.0,98265.0
adams,PA,,2005,42001.0,98914.0
adams,PA,22081.284725863043,2006,42001.0,99899.0
adams,PA,22324.72634400041,2007,42001.0,100502.0
adams,PA,21661.274802000502,2008,42001.0,101056.0
adams,PA,24268.6485193131,2009,42001.0,101011.0
adams,PA,26433.218182725628,2010,42001.0,100839.0
adams,PA,28887.012379088086,2011,42001.0,101137.0
adams,PA,31947.691612950734,2012,42001.0,101352.0
adams,PA,,2013,42001.0,101490.0
adams,PA,,2014,42001.0,101628.0
adams,PA,,2015,42001.0,101767.0
adams,WA,,2003,53001.0,16627.0
adams,WA,,2004,53001.0,16647.0
adams,WA,,2005,53001.0,16574.0
adams,WA,2424.5988480000024,2006,53001.0,16997.0
adams,WA,2891.419837500007,2007,53001.0,17413.0
adams,WA,3410.4100874999976,2008,53001.0,17782.0
adams,WA,3836.773949999989,2009,53001.0,17029.0
adams,WA,4258.329037499998,2010,53001.0,17884.0
adams,WA,4655.499187500028,2011,53001.0,18289.0
adams,WA,4531.6065975000265,2012,53001.0,18575.0
adams,WA,,2013,53001.0,18744.0
adams,WA,,2014,53001.0,18913.0
adams,WA,,2015,53001.0,19081.0
adams,WI,,2003,55001.0,20468.0
adams,WI,,2004,55001.0,20441.0
adams,WI,,2005,55001.0,20673.0
adams,WI,3576.231403500005,2006,55001.0,21185.0
adams,WI,4597.205362500018,2007,55001.0,21156.0
adams,WI,5107.760625000019,2008,55001.0,21101.0
adams,WI,5966.528775000042,2009,55001.0,20400.0
adams,WI,6967.679625000056,2010,55001.0,21044.0
adams,WI,6845.419725000048,2011,55001.0,20956.0
adams,WI,6662.977837500052,2012,55001.0,20898.0
adams,WI,,2013,55001.0,20749.0
adams,WI,,2014,55001.0,20600.0
adams,WI,,2015,55001.0,20451.0
addison,VT,,2003,50001.0,36665.0
addison,VT,,2004,50001.0,36822.0
addison,VT,,2005,50001.0,36538.0
addison,VT,7938.453741225103,2006,50001.0,36758.0
addison,VT,8170.459020037608,2007,50001.0,36886.0
addison,VT,8238.451666125124,2008,50001.0,36905.0
addison,VT,9551.953302037666,2009,50001.0,36659.0
addison,VT,9197.623246125157,2010,50001.0,36841.0
addison,VT,8679.139147950116,2011,50001.0,36835.0
addison,VT,7903.701523162651,2012,50001.0,36814.0
addison,VT,,2013,50001.0,36857.0
addison,VT,,2014,50001.0,36900.0
addison,VT,,2015,50001.0,36943.0
adjuntas,PR,757.1430750000003,2006,,
adjuntas,PR,778.9306500000004,2007,,
adjuntas,PR,418.7894249999998,2008,,
adjuntas,PR,396.78329999999914,2009,,
adjuntas,PR,468.26549999999946,2010,,
adjuntas,PR,557.8502399999994,2011,,
adjuntas,PR,460.84636499999937,2012,,
aguada,PR,364.8149249999999,2006,,
aguada,PR,333.07604999999967,2007,,
aguada,PR,274.25249999999994,2008,,
aguada,PR,280.4604749999999,2009,,
aguada,PR,326.03324999999967,2010,,
aguada,PR,332.89846499999965,2011,,
aguada,PR,280.0880699999999,2012,,
aguadilla,PR,1843.5247624999988,2006,,
aguadilla,PR,1940.2084875000005,2007,,
aguadilla,PR,1803.3672750000028,2008,,
aguadilla,PR,1841.359027500004,2009,,
aguadilla,PR,2024.284282500007,2010,,
aguadilla,PR,2140.0590900000047,2011,,
aguadilla,PR,1781.707241362506,2012,,
aguas buenas,PR,219.83595000000008,2006,,
aguas buenas,PR,190.14855000000003,2007,,
aguas buenas,PR,182.30849999999995,2008,,
aguas buenas,PR,124.17629999999996,2009,,
aguas buenas,PR,166.0845,2010,,
aguas buenas,PR,161.97040499999991,2011,,
aguas buenas,PR,168.65055,2012,,
aibonito,PR,1395.6287249999998,2006,,
aibonito,PR,1369.0970250000005,2007,,
aibonito,PR,973.921650000001,2008,,
aibonito,PR,904.0948500000007,2009,,
aibonito,PR,1172.4738900000016,2010,,
aibonito,PR,1288.0879500000005,2011,,
aibonito,PR,1475.3309250000016,2012,,
aiken,SC,,2003,45003.0,146903.0
aiken,SC,,2004,45003.0,148879.0
aiken,SC,,2005,45003.0,148700.0
aiken,SC,28106.759579351317,2006,45003.0,152577.0
aiken,SC,35225.810751302066,2007,45003.0,154814.0
aiken,SC,40748.31945932764,2008,45003.0,156896.0
aiken,SC,47083.04550720229,2009,45003.0,152647.0
aiken,SC,55427.03326560198,2010,45003.0,156670.0
aiken,SC,63048.093239176924,2011,45003.0,158253.0
aiken,SC,70083.2239414151,2012,45003.0,160169.0
aiken,SC,,2013,45003.0,161415.0
aiken,SC,,2014,45003.0,162661.0
aiken,SC,,2015,45003.0,163908.0
aitkin,MN,,2003,27001.0,15797.0
aitkin,MN,,2004,27001.0,15974.0
aitkin,MN,,2005,27001.0,15873.0
aitkin,MN,3425.3922614999915,2006,27001.0,16357.0
aitkin,MN,3476.654399999999,2007,27001.0,16481.0
aitkin,MN,3644.5650750000136,2008,27001.0,16422.0
aitkin,MN,4236.122625000029,2009,27001.0,15871.0
aitkin,MN,5295.3890250000595,2010,27001.0,16325.0
aitkin,MN,6155.738197725072,2011,27001.0,16303.0
aitkin,MN,6307.212683625094,2012,27001.0,16166.0
aitkin,MN,,2013,27001.0,16057.0
aitkin,MN,,2014,27001.0,15948.0
aitkin,MN,,2015,27001.0,15839.0
alachua,FL,,2003,12001.0,221717.0
alachua,FL,,2004,12001.0,222568.0
alachua,FL,,2005,12001.0,231864.0
alachua,FL,82596.6186877293,2006,12001.0,239506.0
alachua,FL,95259.62797679313,2007,12001.0,242685.0
alachua,FL,114675.22192176848,2008,12001.0,244888.0
alachua,FL,141281.0481854313,2009,12001.0,238990.0
alachua,FL,150910.7858758919,2010,12001.0,244247.0
alachua,FL,145750.68089929313,2011,12001.0,246203.0
alachua,FL,127727.613021565,2012,12001.0,247973.0
alachua,FL,,2013,12001.0,250055.0
alachua,FL,,2014,12001.0,252137.0
alachua,FL,,2015,12001.0,254218.0
alamance,NC,,2003,37001.0,136623.0
alamance,NC,,2004,37001.0,138452.0
alamance,NC,,2005,37001.0,139851.0
alamance,NC,36524.61962486418,2006,37001.0,141462.0
alamance,NC,44318.1651518646,2007,37001.0,144712.0
alamance,NC,49514.047387502236,2008,37001.0,147704.0
alamance,NC,51279.98140248919,2009,37001.0,144769.0
alamance,NC,50718.801405901526,2010,37001.0,147072.0
alamance,NC,54617.077481363776,2011,37001.0,149439.0
alamance,NC,57318.605205000975,2012,37001.0,151170.0
alamance,NC,,2013,37001.0,152533.0
alamance,NC,,2014,37001.0,153896.0
alamance,NC,,2015,37001.0,155258.0
alameda,CA,,2003,6001.0,1458749.0
alameda,CA,,2004,6001.0,1452096.0
alameda,CA,,2005,6001.0,1446608.0
alameda,CA,376794.9713872312,2006,6001.0,1444484.0
alameda,CA,507600.8172126664,2007,6001.0,1455715.0
alameda,CA,535258.570408426,2008,6001.0,1477208.0
alameda,CA,589303.9944228707,2009,6001.0,1457095.0
alameda,CA,605427.1406673287,2010,6001.0,1477980.0
alameda,CA,618681.0400418709,2011,6001.0,1494876.0
alameda,CA,632116.1585357419,2012,6001.0,1515136.0
alameda,CA,,2013,6001.0,1538418.0
alameda,CA,,2014,6001.0,1561700.0
alameda,CA,,2015,6001.0,1584983.0
alamosa,CO,,2003,8003.0,15076.0
alamosa,CO,,2004,8003.0,15162.0
alamosa,CO,,2005,8003.0,15336.0
alamosa,CO,8719.603034212547,2006,8003.0,15196.0
alamosa,CO,9797.73882541259,2007,8003.0,15180.0
alamosa,CO,11334.126569287617,2008,8003.0,15300.0
alamosa,CO,12497.93292795007,2009,8003.0,15353.0
alamosa,CO,12969.627243862586,2010,8003.0,15293.0
alamosa,CO,15352.656003862618,2011,8003.0,15395.0
alamosa,CO,19640.869992262746,2012,8003.0,15750.0
alamosa,CO,,2013,8003.0,15923.0
alamosa,CO,,2014,8003.0,16096.0
alamosa,CO,,2015,8003.0,16269.0
albany,NY,,2003,36001.0,297945.0
albany,NY,,2004,36001.0,297910.0
albany,NY,,2005,36001.0,298861.0
albany,NY,37447.688935865684,2006,36001.0,303997.0
albany,NY,43618.015763041745,2007,36001.0,303858.0
albany,NY,51840.54279245512,2008,36001.0,303739.0
albany,NY,61450.366230454376,2009,36001.0,298341.0
albany,NY,63505.47680659166,2010,36001.0,304032.0
albany,NY,67018.3903729546,2011,36001.0,303957.0
albany,NY,69619.16195816723,2012,36001.0,304511.0
albany,NY,,2013,36001.0,305495.0
albany,NY,,2014,36001.0,306479.0
albany,NY,,2015,36001.0,307463.0
albany,WY,,2003,56001.0,31542.0
albany,WY,,2004,56001.0,31397.0
albany,WY,,2005,56001.0,32556.0
albany,WY,5186.430631500065,2006,56001.0,33950.0
albany,WY,4948.556557500028,2007,56001.0,33858.0
albany,WY,4505.840790000016,2008,56001.0,34643.0
albany,WY,5283.897367500068,2009,56001.0,32985.0
albany,WY,5823.596137500119,2010,56001.0,34926.0
albany,WY,5705.1075750001355,2011,56001.0,35515.0
albany,WY,5874.969728175109,2012,56001.0,36186.0
albany,WY,,2013,56001.0,36646.0
albany,WY,,2014,56001.0,37106.0
albany,WY,,2015,56001.0,37565.0
albemarle,VA,,2003,51003.0,87478.0
albemarle,VA,,2004,51003.0,89017.0
albemarle,VA,,2005,51003.0,90484.0
albemarle,VA,15666.940975500293,2006,51003.0,93852.0
albemarle,VA,16413.015615225362,2007,51003.0,95009.0
albemarle,VA,17589.891123900357,2008,51003.0,97081.0
albemarle,VA,20055.394263863025,2009,51003.0,92866.0
albemarle,VA,18446.429658862868,2010,51003.0,96633.0
albemarle,VA,20191.767018862967,2011,51003.0,97978.0
albemarle,VA,21444.79820250044,2012,51003.0,99484.0
albemarle,VA,,2013,51003.0,100692.0
albemarle,VA,,2014,51003.0,101900.0
albemarle,VA,,2015,51003.0,103108.0
alcona,MI,,2003,26001.0,11647.0
alcona,MI,,2004,26001.0,11624.0
alcona,MI,,2005,26001.0,11521.0
alcona,MI,1409.5992375000067,2006,26001.0,11503.0
alcona,MI,1625.5473038625018,2007,26001.0,11412.0
alcona,MI,1829.2348125000005,2008,26001.0,11286.0
alcona,MI,2013.5428049999987,2009,26001.0,11361.0
alcona,MI,1889.29464,2010,26001.0,11238.0
alcona,MI,2268.387903862504,2011,26001.0,11102.0
alcona,MI,2621.081475000014,2012,26001.0,10943.0
alcona,MI,,2013,26001.0,10812.0
alcona,MI,,2014,26001.0,10681.0
alcona,MI,,2015,26001.0,10550.0
alcorn,MS,,2003,28003.0,34954.0
alcorn,MS,,2004,28003.0,35166.0
alcorn,MS,,2005,28003.0,35066.0
alcorn,MS,17529.29112981286,2006,28003.0,36183.0
alcorn,MS,19314.33575625022,2007,28003.0,36608.0
alcorn,MS,18432.390602012667,2008,28003.0,36793.0
alcorn,MS,20674.930612425214,2009,28003.0,35583.0
alcorn,MS,23153.943308587597,2010,28003.0,36708.0
alcorn,MS,26104.410800175097,2011,28003.0,36881.0
alcorn,MS,26529.121142024986,2012,28003.0,37027.0
alcorn,MS,,2013,28003.0,37124.0
alcorn,MS,,2014,28003.0,37221.0
alcorn,MS,,2015,28003.0,37319.0
aleutians east,AK,,2003,2013.0,2715.0
aleutians east,AK,,2004,2013.0,2677.0
aleutians east,AK,,2005,2013.0,2646.0
aleutians east,AK,0.9081,2006,2013.0,2794.0
aleutians east,AK,0.3027,2007,2013.0,3012.0
aleutians east,AK,,2008,2013.0,2991.0
aleutians east,AK,,2009,2013.0,2959.0
aleutians east,AK,,2010,2013.0,3703.0
aleutians east,AK,,2011,2013.0,3084.0
aleutians east,AK,,2012,2013.0,3114.0
aleutians east,AK,,2013,2013.0,3177.0
aleutians east,AK,,2014,2013.0,3240.0
aleutians east,AK,,2015,2013.0,3304.0
aleutians west,AK,,2003,2016.0,5470.0
aleutians west,AK,,2004,2016.0,5451.0
aleutians west,AK,,2005,2016.0,5359.0
aleutians west,AK,87.30892500000002,2006,2016.0,5658.0
aleutians west,AK,105.18824999999998,2007,2016.0,5466.0
aleutians west,AK,92.0208,2008,2016.0,5393.0
aleutians west,AK,92.3061,2009,2016.0,5505.0
aleutians west,AK,81.64462500000002,2010,2016.0,6259.0
aleutians west,AK,93.83699999999996,2011,2016.0,5488.0
aleutians west,AK,60.00157500000001,2012,2016.0,5507.0
aleutians west,AK,,2013,2016.0,5566.0
aleutians west,AK,,2014,2016.0,5625.0
aleutians west,AK,,2015,2016.0,5684.0
alexander,IL,,2003,17003.0,9281.0
alexander,IL,,2004,17003.0,9228.0
alexander,IL,,2005,17003.0,8815.0
alexander,IL,841.3771875000017,2006,17003.0,8730.0
alexander,IL,814.1016375000003,2007,17003.0,8552.0
alexander,IL,1096.8751200000027,2008,17003.0,8461.0
alexander,IL,778.676775,2009,17003.0,8254.0
alexander,IL,953.8015500000004,2010,17003.0,8449.0
alexander,IL,1205.5412625000004,2011,17003.0,8314.0
alexander,IL,1002.3264375,2012,17003.0,8147.0
alexander,IL,,2013,17003.0,7886.0
alexander,IL,,2014,17003.0,7625.0
alexander,IL,,2015,17003.0,7364.0
alexander,NC,,2003,37003.0,34799.0
alexander,NC,,2004,37003.0,35333.0
alexander,NC,,2005,37003.0,35643.0
alexander,NC,11079.462527000112,2006,37003.0,36243.0
alexander,NC,12683.65742750018,2007,37003.0,36609.0
alexander,NC,13600.082165450189,2008,37003.0,36840.0
alexander,NC,13784.63984295022,2009,37003.0,36278.0
alexander,NC,15840.912045225301,2010,37003.0,36797.0
alexander,NC,16415.701549537782,2011,37003.0,36964.0
alexander,NC,17311.976471587663,2012,37003.0,37014.0
alexander,NC,,2013,37003.0,37062.0
alexander,NC,,2014,37003.0,37110.0
alexander,NC,,2015,37003.0,37158.0
alexandria city,VA,,2003,51510.0,128673.0
alexandria city,VA,,2004,51510.0,136635.0
alexandria city,VA,,2005,51510.0,137602.0
alexandria city,VA,12284.409201787746,2006,51510.0,127676.0
alexandria city,VA,14190.490267400237,2007,51510.0,129175.0
alexandria city,VA,15176.132593800188,2008,51510.0,132949.0
alexandria city,VA,18997.906095862858,2009,51510.0,142131.0
alexandria city,VA,24110.055637462974,2010,51510.0,133647.0
alexandria city,VA,25668.09461951295,2011,51510.0,136968.0
alexandria city,VA,26690.50638225048,2012,51510.0,140337.0
alexandria city,VA,,2013,51510.0,143330.0
alexandria city,VA,,2014,51510.0,146323.0
alexandria city,VA,,2015,51510.0,149315.0
alfalfa,OK,,2003,40003.0,5883.0
alfalfa,OK,,2004,40003.0,5842.0
alfalfa,OK,,2005,40003.0,5672.0
alfalfa,OK,336.58019099999933,2006,40003.0,5639.0
alfalfa,OK,379.4377349999992,2007,40003.0,5618.0
alfalfa,OK,459.9637874999984,2008,40003.0,5618.0
alfalfa,OK,696.9000375000003,2009,40003.0,5571.0
alfalfa,OK,781.8607693125,2010,40003.0,5621.0
alfalfa,OK,955.1636738625025,2011,40003.0,5625.0
alfalfa,OK,1075.5729075000027,2012,40003.0,5631.0
alfalfa,OK,,2013,40003.0,5672.0
alfalfa,OK,,2014,40003.0,5713.0
alfalfa,OK,,2015,40003.0,5755.0
alger,MI,,2003,26003.0,9779.0
alger,MI,,2004,26003.0,9732.0
alger,MI,,2005,26003.0,9543.0
alger,MI,2201.780175000004,2006,26003.0,9687.0
alger,MI,2369.4357000000064,2007,26003.0,9779.0
alger,MI,2447.770942500005,2008,26003.0,9647.0
alger,MI,2269.224900000015,2009,26003.0,9512.0
alger,MI,2656.1615400000146,2010,26003.0,9604.0
alger,MI,3043.582837500015,2011,26003.0,9571.0
alger,MI,3296.171287500012,2012,26003.0,9531.0
alger,MI,,2013,26003.0,9513.0
alger,MI,,2014,26003.0,9495.0
alger,MI,,2015,26003.0,9476.0
allamakee,IA,,2003,19005.0,14607.0
allamakee,IA,,2004,19005.0,14712.0
allamakee,IA,,2005,19005.0,14522.0
allamakee,IA,911.9622270000027,2006,19005.0,14378.0
allamakee,IA,1058.7765750000044,2007,19005.0,14335.0
allamakee,IA,1119.981712500005,2008,19005.0,14325.0
allamakee,IA,1220.9791875000012,2009,19005.0,14421.0
allamakee,IA,1383.661537500005,2010,19005.0,14331.0
allamakee,IA,1818.5397750000034,2011,19005.0,14309.0
allamakee,IA,1795.5102375000088,2012,19005.0,14285.0
allamakee,IA,,2013,19005.0,14210.0
allamakee,IA,,2014,19005.0,14135.0
allamakee,IA,,2015,19005.0,14060.0
allegan,MI,,2003,26005.0,110722.0
allegan,MI,,2004,26005.0,112205.0
allegan,MI,,2005,26005.0,112062.0
allegan,MI,16963.749678862507,2006,26005.0,111156.0
allegan,MI,19264.511761162725,2007,26005.0,111427.0
allegan,MI,18907.471084075238,2008,26005.0,111589.0
allegan,MI,21277.487051588003,2009,26005.0,112817.0
allegan,MI,22079.195693400565,2010,26005.0,111385.0
allegan,MI,22540.828208850602,2011,26005.0,111405.0
allegan,MI,25485.855440625517,2012,26005.0,111589.0
allegan,MI,,2013,26005.0,112005.0
allegan,MI,,2014,26005.0,112421.0
allegan,MI,,2015,26005.0,112837.0
allegany,MD,,2003,24001.0,73830.0
allegany,MD,,2004,24001.0,73999.0
allegany,MD,,2005,24001.0,72777.0
allegany,MD,32397.404136038705,2006,24001.0,73980.0
allegany,MD,35543.91955986411,2007,24001.0,74449.0
